State,Account.Length,Area.Code,Phone,Int.l.Plan,VMail.Plan,VMail.Message,Day.Mins,Day.Calls,Day.Charge,Night.Calls,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn
WV,50,510,358-3114,no,no,0,131.7,108,22.39,126,11,5,2.97,1,no
DC,66,415,402-5155,no,no,0,167.3,91,28.44,118,10.6,5,2.86,1,yes
DC,24,408,369-3626,no,no,0,149,73,25.33,69,8.6,3,2.32,2,yes
ID,88,415,341-4570,no,yes,31,181.6,91,30.87,104,11.4,4,3.08,1,no
DC,148,415,378-2940,no,yes,11,252.9,129,42.99,99,12.3,1,3.32,1,no
MN,40,510,354-2189,yes,no,0,170.7,55,29.02,89,8.2,9,2.21,3,no
AL,141,408,391-6773,no,no,0,242.8,90,41.28,104,6,3,1.62,5,no
TN,68,415,397-1659,no,no,0,222.8,99,37.88,111,11,3,2.97,3,no
IN,57,415,345-5089,no,no,0,189.3,157,32.18,117,11.2,5,3.02,3,no
AR,109,415,409-6588,no,yes,29,111.2,90,18.9,128,9,6,2.43,6,yes
MN,138,415,388-5850,no,no,0,194.3,83,33.03,102,9,3,2.43,5,no
NJ,106,415,365-2153,no,no,0,207.9,91,35.34,143,14.4,7,3.89,4,no
OK,176,408,367-7039,no,no,0,47.4,125,8.06,107,10.5,8,2.84,2,no
NJ,149,408,332-9891,no,no,0,140.4,94,23.87,108,11.1,9,3,1,no
PA,28,415,334-5223,no,no,0,168.2,87,28.59,112,10.1,3,2.73,3,no
KS,123,415,332-2126,no,no,0,163.1,119,27.73,77,9,10,2.43,1,no
OH,109,415,363-4967,no,no,0,193.6,58,32.91,105,13.1,1,3.54,2,no
DC,73,408,355-5922,no,no,0,122,92,20.74,128,5.8,5,1.57,1,no
NY,122,510,397-3943,no,no,0,145.6,102,24.75,91,12.2,5,3.29,0,no
AZ,70,415,352-2175,no,no,0,104.7,112,17.8,110,15.8,7,4.27,3,no
WI,165,408,360-5636,no,no,0,156,88,26.52,94,9.3,5,2.51,1,no
NV,69,510,397-6789,yes,yes,33,271.5,98,46.16,85,8.2,2,2.21,1,yes
CT,87,415,402-3908,no,no,0,240,83,40.8,84,9.3,2,2.51,0,yes
SD,163,415,379-7290,yes,no,0,197.2,90,33.52,94,7.8,8,2.11,1,no
MT,34,415,372-4203,no,yes,14,151.5,100,25.76,120,10.7,5,2.89,2,no
OH,39,415,421-9752,no,yes,36,141.7,121,24.09,131,12,5,3.24,1,no
TN,105,408,353-8849,no,no,0,206.2,84,35.05,91,9,3,2.43,1,no
AL,77,415,408-4174,no,no,0,163,112,27.71,66,6.7,3,1.81,2,no
NJ,93,415,405-3533,no,no,0,146.3,85,24.87,82,11.5,3,3.11,0,no
NH,130,408,390-4003,no,no,0,68.4,86,11.63,139,10.4,4,2.81,0,no
DC,144,415,336-7696,no,no,0,133.3,101,22.66,68,11.6,2,3.13,0,no
WV,154,408,401-4778,no,yes,35,64.9,76,11.03,75,14.6,1,3.94,1,no
NH,139,510,383-2017,no,no,0,221.3,140,37.62,89,11.3,6,3.05,1,no
CO,22,510,327-1319,no,yes,23,182.1,94,30.96,102,12.7,4,3.43,3,no
NY,77,415,388-9285,no,yes,33,143,101,24.31,120,15.3,4,4.13,5,yes
AR,109,510,378-4294,no,no,0,153.1,102,26.03,74,9.9,9,2.67,3,no
VA,68,408,364-9040,yes,no,0,148.5,126,25.25,121,14.5,7,3.92,1,yes
MA,81,510,403-4200,no,no,0,220.8,77,37.54,100,7.6,3,2.05,2,no
SC,78,510,377-8608,no,no,0,168.3,110,28.61,136,12.5,1,3.38,1,no
KS,65,415,392-4680,no,yes,34,208.8,119,35.5,87,12.5,4,3.38,4,no
KS,91,408,382-8079,yes,no,0,246.4,110,41.89,106,12.1,2,3.27,2,yes
AR,68,510,376-1000,no,no,0,172.7,95,29.36,99,11.7,1,3.16,2,no
KY,60,408,334-2729,no,no,0,135.4,134,23.02,103,7.9,4,2.13,1,no
VA,121,415,357-7064,no,no,0,134.1,112,22.8,139,10.5,2,2.84,2,no
WI,95,408,336-2190,no,no,0,237.3,83,40.34,105,11.2,6,3.02,1,no
WA,137,408,357-3187,no,no,0,208.8,120,35.5,130,11.1,5,3,0,no
IN,110,415,364-9059,no,no,0,151.8,106,25.81,112,11.2,8,3.02,3,no
KS,94,408,379-7215,no,no,0,269.2,104,45.76,61,8.9,2,2.4,3,yes
MA,78,415,353-3305,no,no,0,130.8,64,22.24,108,10,5,2.7,1,no
PA,82,408,359-6163,no,no,0,125.7,96,21.37,103,12.9,2,3.48,1,no
AK,48,415,389-7073,no,yes,37,211.7,115,35.99,80,12.2,1,3.29,1,no
CO,130,408,349-3005,no,no,0,271.8,129,46.21,91,8.7,2,2.35,4,yes
IL,107,415,390-2755,no,yes,14,114.3,132,19.43,74,7.5,8,2.03,1,no
NM,54,415,416-9162,no,yes,24,92.3,88,15.69,119,11.6,3,3.13,2,no
MN,53,415,358-3261,no,yes,24,145.7,146,24.77,96,13.1,5,3.54,3,no
KS,143,408,407-2081,no,yes,24,186.6,69,31.72,138,11.6,5,3.13,1,no
HI,85,415,362-5889,no,no,0,235.8,109,40.09,99,12,3,3.24,0,no
SC,87,415,360-5779,no,no,0,136.3,97,23.17,101,7.1,5,1.92,0,no
IL,101,415,342-8702,no,no,0,124.8,66,21.22,115,13.4,4,3.62,0,no
PA,75,510,353-9998,no,no,0,109,88,18.53,119,13.3,3,3.59,4,yes
MN,163,408,371-5655,no,yes,22,215.1,91,36.57,109,12.4,2,3.35,2,no
GA,70,415,411-1530,no,yes,24,249.5,101,42.42,68,9.8,4,2.65,1,no
VT,59,408,357-5801,no,no,0,151.8,98,25.81,86,11.9,5,3.21,1,no
AL,112,510,339-5659,no,no,0,189.4,83,32.2,116,7.1,8,1.92,3,no
IL,156,415,343-3296,no,no,0,174.5,65,29.67,86,10.6,2,2.86,0,no
AL,95,408,333-7225,no,no,0,190.2,119,32.33,120,14,6,3.78,0,no
NY,181,415,421-8537,yes,no,0,161.3,83,27.42,98,14.1,3,3.81,0,yes
MS,126,415,417-4309,no,no,0,228.7,102,38.88,100,11.8,4,3.19,1,no
ND,84,415,400-7253,no,yes,33,159.1,106,27.05,108,13,18,3.51,1,no
WA,55,415,333-2611,no,no,0,194.1,121,33,136,7,7,1.89,2,no
NY,65,510,383-8878,no,no,0,195.4,110,33.22,105,8.9,4,2.4,0,no
FL,91,510,387-9855,yes,yes,24,93.5,112,15.9,133,9.9,3,2.67,0,no
AK,177,415,384-6132,yes,no,0,248.7,118,42.28,87,11.3,2,3.05,1,yes
ME,36,510,363-1069,yes,yes,42,196.8,89,33.46,126,20,6,5.4,0,yes
KS,117,510,385-3263,no,yes,25,216,140,36.72,112,11.8,4,3.19,0,no
ME,19,415,404-5597,no,no,0,201.5,123,34.26,98,12.9,4,3.48,1,no
WI,126,415,378-3722,yes,yes,34,244.9,118,41.63,136,9.7,6,2.62,4,no
MN,103,415,386-9141,no,no,0,198.5,112,33.75,124,12.4,5,3.35,0,no
KS,167,415,409-4734,no,no,0,131.6,120,22.37,97,11.1,4,3,4,yes
AZ,90,415,387-6103,no,no,0,179.1,71,30.45,91,10.6,7,2.86,3,no
MS,103,415,412-1470,no,no,0,129.3,103,21.98,126,12.9,2,3.48,2,no
VT,85,415,334-6605,no,no,0,176.4,122,29.99,50,11.5,1,3.11,1,no
NH,120,510,395-2579,no,yes,43,177.9,117,30.24,117,11.5,4,3.11,1,no
MI,63,510,396-1278,no,no,0,185.3,87,31.5,93,11.7,3,3.16,0,no
ME,80,408,332-9525,no,yes,31,166.4,92,28.29,84,10.7,4,2.89,4,no
MN,62,415,366-7912,no,no,0,248.7,109,42.28,78,13.2,2,3.56,1,yes
LA,115,415,386-6306,no,yes,26,170.5,107,28.99,71,13.6,5,3.67,6,no
WY,62,415,336-6907,no,no,0,172.4,132,29.31,109,11,5,2.97,0,no
MN,79,408,383-4319,no,yes,32,50.6,62,8.6,121,4.2,4,1.13,2,no
AR,95,415,328-2982,no,no,0,69.4,79,11.8,102,8.9,5,2.4,0,no
ID,83,415,350-4297,no,no,0,159.3,104,27.08,73,9.5,3,2.57,2,no
NH,50,408,339-4636,no,no,0,154.7,102,26.3,95,11.1,3,3,0,no
NV,94,408,351-4025,yes,no,0,89.5,94,15.22,76,7.9,1,2.13,1,yes
OH,74,415,336-5661,no,no,0,136.7,106,23.24,114,9.8,4,2.65,0,no
OK,86,510,397-3746,yes,no,0,162.4,131,27.61,118,11.4,2,3.08,2,yes
RI,80,510,332-8764,no,no,0,202.4,118,34.41,112,9.2,5,2.48,3,no
KS,132,415,369-3214,no,no,0,83.4,110,14.18,114,7.6,5,2.05,1,no
NC,101,415,354-2985,no,no,0,232.7,114,39.56,122,11.5,6,3.11,5,no
ID,99,408,400-1367,no,no,0,190.4,102,32.37,92,11.2,4,3.02,2,no
KY,71,510,403-1953,no,yes,22,141.4,107,24.04,99,5.6,3,1.51,2,no
AL,16,408,403-9417,no,no,0,209.5,89,35.62,102,8.8,4,2.38,1,no
NV,178,408,359-4587,no,no,0,275.4,150,46.82,126,13.6,3,3.67,1,no
MD,37,415,420-2000,yes,no,0,106.6,76,18.12,113,9.6,8,2.59,2,no
VA,139,415,365-9371,yes,no,0,161.5,121,27.46,96,11.2,13,3.02,0,no
OR,101,415,398-5851,no,no,0,118.6,89,20.16,61,11.5,5,3.11,1,no
FL,133,510,392-8318,no,no,0,201.7,85,34.29,80,6,4,1.62,0,no
WI,112,408,417-5813,no,no,0,167.8,88,28.53,108,11.9,4,3.21,0,no
IN,86,510,357-7893,no,no,0,216.3,96,36.77,110,4.5,3,1.22,0,no
LA,99,510,379-9821,no,no,0,142.3,89,24.19,114,9.1,1,2.46,0,no
CO,92,415,408-3262,no,no,0,184.7,60,31.4,120,12.3,6,3.32,2,yes
AZ,63,415,407-7035,no,no,0,58.9,125,10.01,88,9.4,3,2.54,1,no
TN,102,510,345-9018,no,no,0,103.1,70,17.53,92,11.2,5,3.02,1,no
KS,132,415,420-9973,no,no,0,190.1,105,32.32,105,13,2,3.51,1,no
FL,55,510,364-7644,no,yes,45,130.5,114,22.19,114,11,5,2.97,4,yes
IL,31,415,396-5790,no,yes,28,210.5,101,35.79,125,11.5,2,3.11,1,no
SC,209,510,388-7540,no,no,0,255.1,124,43.37,69,8.5,5,2.3,3,yes
WV,77,510,355-4143,no,no,0,67.7,68,11.51,137,12,2,3.24,1,no
UT,95,415,341-7112,no,no,0,157.9,103,26.84,117,14,2,3.78,0,no
WY,151,510,381-4712,no,no,0,235.9,104,40.1,116,5.8,2,1.57,3,no
AK,132,510,346-4360,no,no,0,181.1,121,30.79,81,4.2,9,1.13,2,no
WI,129,415,333-8954,no,yes,37,205,94,34.85,81,11.7,8,3.16,1,no
FL,136,408,397-9333,yes,no,0,199.2,122,33.86,105,11.8,7,3.19,1,no
TX,66,415,402-3886,no,yes,35,190.8,100,32.44,108,8.9,6,2.4,0,no
NJ,87,510,387-2799,no,no,0,223.2,109,37.94,83,14.5,4,3.92,3,no
ID,77,510,399-7029,no,yes,29,211.1,89,35.89,106,9.7,9,2.62,2,no
HI,131,415,406-8324,no,yes,30,174,118,29.58,90,6.7,3,1.81,1,no
NY,104,415,389-6081,no,no,0,264,108,44.88,91,10.6,8,2.86,3,no
CT,30,408,410-5192,no,no,0,137.6,108,23.39,126,5.8,10,1.57,3,no
ND,62,510,340-6339,no,no,0,159.9,100,27.18,109,5.6,4,1.51,1,no
WI,54,415,364-8981,no,no,0,116.8,119,19.86,101,12,2,3.24,1,no
WA,86,510,387-6498,no,no,0,150.5,92,25.59,96,9,2,2.43,1,no
NJ,85,415,366-2273,no,no,0,236.9,93,40.27,78,11.4,7,3.08,2,yes
FL,127,415,344-9302,no,no,0,261.7,105,44.49,131,3.3,5,0.89,0,no
WV,88,510,421-1326,no,no,0,131.5,99,22.36,83,7.9,2,2.13,5,yes
MI,93,415,366-7247,yes,no,0,216.9,61,36.87,110,17.5,5,4.73,1,yes
KS,88,415,398-8801,no,no,0,189.8,111,32.27,111,14.9,3,4.02,2,no
MS,118,415,397-9148,no,yes,26,170.8,114,29.04,98,9.6,5,2.59,5,yes
NM,25,415,381-2709,no,no,0,119.3,87,20.28,86,10.5,4,2.84,3,no
CO,181,510,370-9592,no,yes,40,105.2,61,17.88,97,6.3,3,1.7,2,no
DC,108,408,399-8615,no,yes,35,215.9,106,36.7,107,15.5,7,4.19,0,no
IN,117,415,355-6531,yes,yes,22,196,82,33.32,120,3.7,5,1,1,no
LA,124,510,348-4316,no,no,0,143.3,120,24.36,91,7.8,2,2.11,4,yes
GA,58,408,389-9120,no,no,0,165.4,100,28.12,118,12.8,5,3.46,2,no
NC,162,408,340-1876,no,yes,26,179.7,144,30.55,105,9.3,8,2.51,1,yes
IA,98,510,379-6506,no,yes,21,161.2,114,27.4,92,4.4,8,1.19,4,no
RI,125,408,410-3159,no,no,0,113,108,19.21,61,9.2,5,2.48,2,yes
MS,145,510,405-6398,yes,yes,30,175.3,107,29.8,85,11.1,3,3,1,no
LA,153,510,350-2075,no,no,0,166.8,127,28.36,130,11.8,4,3.19,0,no
CA,116,415,405-3371,no,yes,34,268.6,83,45.66,106,11.6,3,3.13,2,no
SD,78,408,394-3171,no,no,0,163.6,88,27.81,108,8.6,9,2.32,0,no
MO,109,415,389-4695,no,no,0,200.1,72,34.02,68,11.9,5,3.21,0,no
WI,87,415,331-4184,no,no,0,238,97,40.46,132,10.6,6,2.86,2,no
RI,150,415,415-8151,no,yes,29,209.9,77,35.68,113,6.6,1,1.78,0,no
VA,136,415,384-7216,no,yes,35,205.5,86,34.94,104,6.9,4,1.86,1,no
IN,100,510,367-4277,no,no,0,247.8,117,42.13,125,6.9,2,1.86,1,no
WV,145,415,383-3375,no,no,0,129.4,97,22,106,1.1,2,0.3,2,no
WY,70,415,365-6205,no,no,0,175.4,130,29.82,96,11.6,4,3.13,0,no
IL,131,510,394-9984,no,no,0,263.4,123,44.78,101,10.7,2,2.89,2,no
IA,134,415,373-7037,no,yes,32,216.8,78,36.86,83,8.6,2,2.32,0,no
TN,140,415,372-3987,no,no,0,125.3,84,21.3,94,8.4,4,2.27,1,no
DC,136,510,353-2763,no,no,0,204.5,63,34.77,119,9.8,2,2.65,0,no
KY,43,408,417-6683,no,no,0,177.2,93,30.12,144,12.7,2,3.43,4,no
GA,98,415,333-5430,no,yes,31,121,105,20.57,110,12,1,3.24,1,no
CT,66,415,417-7973,no,yes,29,229.4,104,39,119,8,1,2.16,2,no
GA,27,510,403-6850,no,no,0,72.7,75,12.36,71,9.9,3,2.67,1,no
MO,22,408,374-1684,no,yes,14,199.1,100,33.85,91,4.2,1,1.13,1,no
FL,106,408,385-2488,no,yes,32,165.9,126,28.2,86,14.1,8,3.81,4,no
AR,100,510,363-5853,no,no,0,142.5,87,24.23,117,7.8,8,2.11,2,no
NV,77,415,378-8572,no,no,0,142.3,112,24.19,82,9.9,1,2.67,1,no
CT,33,510,411-6211,no,no,0,182.5,65,31.03,82,7.5,2,2.03,2,no
MA,123,415,410-5199,no,no,0,209.4,49,35.6,98,9.8,11,2.65,1,no
KS,149,510,340-3500,no,no,0,217.7,91,37.01,99,9.6,3,2.59,3,no
RI,117,408,370-5042,no,yes,13,207.6,65,35.29,95,9.7,3,2.62,1,no
TX,92,510,336-9901,no,no,0,139.8,98,23.77,135,9.4,7,2.54,2,no
WV,112,415,330-2693,yes,no,0,161.9,138,27.52,134,10.7,4,2.89,1,no
TX,130,415,359-5461,no,no,0,176.9,109,30.07,69,9.5,2,2.57,1,no
MD,130,415,364-9567,no,yes,45,174.5,120,29.67,67,12.2,2,3.29,1,no
NV,69,415,387-2698,no,no,0,153.7,109,26.13,114,14.1,6,3.81,1,no
VA,172,510,408-2089,no,no,0,169.8,123,28.87,72,12.7,7,3.43,2,no
CT,80,408,374-1551,no,no,0,118.1,90,20.08,86,8.2,6,2.21,1,no
WY,171,415,358-8025,no,no,0,231.2,135,39.3,124,12.3,1,3.32,1,no
NY,86,510,387-2041,no,no,0,70.7,125,12.02,107,0,0,0,2,no
WV,86,415,349-7138,no,no,0,136.4,104,23.19,86,11.5,1,3.11,3,no
MT,119,510,374-5301,no,no,0,134.9,70,22.93,105,11.3,6,3.05,1,no
AZ,75,510,385-7387,no,yes,37,121.5,97,20.66,97,11.3,5,3.05,2,no
SC,41,408,417-6906,no,no,0,237.8,92,40.43,90,10.2,6,2.75,2,no
VT,48,510,408-2621,no,no,0,188.4,63,32.03,71,13.2,2,3.56,1,no
KY,113,415,385-4715,no,no,0,215.6,96,36.65,115,13.5,3,3.65,1,no
MT,42,415,378-7872,no,no,0,150.7,52,25.62,118,7,4,1.89,2,no
TX,97,510,351-6384,no,no,0,144.2,91,24.51,72,13.8,4,3.73,3,no
KY,108,408,376-4665,no,no,0,73.8,105,12.55,98,10.9,3,2.94,2,no
IN,68,415,386-9724,no,no,0,222.1,107,37.76,107,9.4,3,2.54,2,no
NM,119,510,349-1687,no,yes,23,154,114,26.18,112,11.8,4,3.19,2,no
IA,42,415,348-1528,no,no,0,155.4,127,26.42,128,9,3,2.43,0,no
AL,32,510,404-9680,no,no,0,230.9,87,39.25,53,6.3,2,1.7,0,no
CT,124,415,332-3642,no,no,0,131.8,82,22.41,101,11.3,2,3.05,1,no
NM,68,408,396-7091,no,no,0,131.6,89,22.37,107,10.2,5,2.75,3,no
NC,127,510,343-2597,no,no,0,134.9,79,22.93,118,15,2,4.05,1,no
MN,53,415,401-9420,no,no,0,164.1,106,27.9,124,11.4,2,3.08,1,no
KS,47,510,418-5300,yes,no,0,47.8,120,8.13,96,13.3,7,3.59,0,yes
KS,127,415,354-6810,no,yes,24,154.8,69,26.32,102,9,4,2.43,1,no
TN,123,415,415-3016,no,yes,34,305.2,80,51.88,81,13.2,7,3.56,1,no
MT,185,408,422-4394,no,yes,29,151.1,121,25.69,91,13.8,2,3.73,2,no
UT,121,415,337-2348,no,yes,41,215.5,95,36.64,108,9.6,3,2.59,1,no
NV,148,415,406-7844,no,no,0,279.3,104,47.48,99,7.9,2,2.13,2,yes
WI,149,415,339-6637,yes,yes,28,126.9,97,21.57,77,8.8,3,2.38,5,yes
AL,144,415,373-3251,no,no,0,177.5,93,30.18,118,11.9,3,3.21,2,no
DC,112,415,394-5537,no,yes,16,221.6,110,37.67,108,11.3,3,3.05,1,no
RI,131,415,360-1776,no,no,0,112.8,133,19.18,105,10.1,5,2.73,0,no
NC,122,415,366-7069,no,no,0,180,88,30.6,120,11.5,6,3.11,2,no
CO,66,408,329-6192,no,yes,40,141.7,87,24.09,68,8.5,7,2.3,0,no
CT,106,510,330-1175,no,yes,33,81.6,120,13.87,113,9.9,4,2.67,1,no
OH,61,510,327-5525,yes,yes,16,143.5,76,24.4,95,11.3,3,3.05,0,no
WY,160,408,338-7232,no,no,0,82.7,116,14.06,54,10.9,9,2.94,0,no
CO,59,510,331-3842,no,no,0,153.6,92,26.11,89,12.5,10,3.38,1,no
IA,88,415,410-2015,no,no,0,113.7,67,19.33,142,10.8,3,2.92,1,no
IL,100,415,420-6121,no,no,0,191.9,95,32.62,74,18.2,3,4.91,1,no
WV,148,415,391-7937,no,yes,26,244.9,150,41.63,91,15.2,4,4.1,2,no
WA,166,408,416-5849,yes,yes,35,128.2,138,21.79,130,8.8,7,2.38,2,no
MD,102,415,386-9774,no,no,0,129.5,56,22.02,93,10.9,3,2.94,1,no
WY,125,415,379-8248,no,no,0,140.1,132,23.82,77,8,2,2.16,1,no
DE,131,408,388-9944,no,no,0,94.4,80,16.05,108,13.1,9,3.54,2,no
WI,91,510,398-3176,no,no,0,217.9,71,37.04,110,10.6,2,2.86,1,no
FL,79,510,334-7443,no,no,0,130.2,119,22.13,140,14,6,3.78,3,no
OH,123,408,420-9575,no,no,0,105,150,17.85,93,14.9,5,4.02,0,no
OR,125,408,379-1336,no,yes,32,96.5,109,16.41,82,9.4,2,2.54,1,no
IA,197,415,376-2922,no,no,0,233.9,96,39.76,109,9.5,3,2.57,0,no
NH,74,408,413-2194,no,no,0,298.1,112,50.68,88,9.7,4,2.62,2,yes
ND,84,510,384-5027,no,no,0,226.9,144,38.57,121,13.2,5,3.56,2,no
IL,86,415,395-7435,yes,no,0,266.1,120,45.24,103,10.3,4,2.78,1,no
VA,86,415,383-4322,no,yes,30,99.9,84,16.98,90,9.8,7,2.65,2,no
AZ,86,408,405-1842,no,yes,31,167.6,139,28.49,121,12.2,6,3.29,1,no
ID,144,415,402-3476,no,yes,33,251.6,87,42.77,97,12.2,3,3.29,2,no
NM,104,415,356-7217,no,no,0,164.2,109,27.91,117,10.7,8,2.89,1,no
OH,78,408,368-8555,no,no,0,193.4,99,32.88,109,9.3,4,2.51,2,no
WI,16,510,405-5305,no,no,0,229.6,78,39.03,91,10.8,2,2.92,0,yes
WV,44,510,419-1674,no,no,0,228.1,121,38.78,77,9.9,5,2.67,2,yes
VT,99,408,389-2747,no,yes,19,87.7,103,14.91,112,7.3,4,1.97,2,no
WY,148,408,377-3417,no,no,0,243,115,41.31,93,13.4,5,3.62,2,no
AL,149,415,348-6659,no,yes,20,264.4,102,44.95,89,11.3,3,3.05,2,no
NC,129,415,347-5113,no,no,0,54.7,131,9.3,135,11.1,4,3,1,no
MI,142,415,358-2694,yes,no,0,140.8,140,23.94,88,10.9,7,2.94,1,no
SD,138,510,350-6473,no,no,0,127.1,102,21.61,75,5,3,1.35,3,no
MT,121,408,334-4354,no,no,0,213.2,79,36.24,102,7.5,4,2.03,1,no
LA,149,415,328-7209,no,yes,20,198.9,77,33.81,76,14.3,9,3.86,1,no
DE,92,415,361-9845,no,yes,33,243.1,92,41.33,104,12.1,2,3.27,2,no
OH,29,415,397-3058,yes,yes,37,235,101,39.95,106,5.7,7,1.54,2,no
IN,58,415,406-8445,no,yes,22,224.1,127,38.1,86,11.5,7,3.11,2,no
NE,112,415,351-2928,yes,yes,16,200.3,72,34.05,92,10.4,3,2.81,1,no
MO,120,415,334-8967,no,yes,24,212.7,73,36.16,119,9.7,13,2.62,2,no
WY,89,415,378-6924,no,no,0,115.4,99,19.62,112,15.9,6,4.29,3,no
PA,134,408,408-8650,no,no,0,205.3,122,34.9,107,5,9,1.35,1,no
ID,114,415,381-2376,no,no,0,202.1,100,34.36,120,13.3,5,3.59,2,no
NY,64,408,422-7728,no,no,0,219.6,126,37.33,65,9.7,5,2.62,1,no
AL,72,415,343-4806,no,no,0,217.8,93,37.03,91,10.4,5,2.81,4,no
PA,122,415,383-4061,yes,no,0,230.9,132,39.25,57,11,2,2.97,0,yes
TX,98,415,406-2242,no,no,0,217.2,121,36.92,71,12.4,2,3.35,0,yes
LA,69,415,420-7692,no,yes,37,155,98,26.35,117,5.9,4,1.59,1,no
GA,128,408,355-2634,yes,yes,18,222.1,89,37.76,102,13.6,2,3.67,0,yes
MN,61,415,409-8802,no,no,0,197.3,67,33.54,116,9,6,2.43,1,no
IL,151,408,386-5303,no,no,0,175.3,106,29.8,88,11.8,5,3.19,0,no
OH,96,415,347-6812,no,no,0,106.6,128,18.12,92,14.9,7,4.02,1,no
MO,106,415,340-9910,no,no,0,114.4,104,19.45,78,0,0,0,2,no
AR,138,510,338-9171,no,no,0,146.5,101,24.91,98,14,6,3.78,3,no
SC,93,415,372-4835,no,no,0,190.2,68,32.33,92,8.8,4,2.38,0,no
NY,168,408,333-5729,no,no,0,163.4,134,27.78,147,11.6,2,3.13,2,yes
MS,96,510,420-5990,no,no,0,98.2,100,16.69,120,7.6,1,2.05,2,no
CA,105,415,409-9911,no,yes,31,109.6,108,18.63,101,8.3,4,2.24,4,yes
IA,130,510,408-8910,no,no,0,139.1,72,23.65,121,11.4,9,3.08,5,no
ND,27,415,405-1589,no,no,0,227.4,67,38.66,109,7.8,6,2.11,1,no
NH,95,408,400-8538,yes,no,0,228.9,134,38.91,120,10.1,2,2.73,4,yes
WY,127,510,400-2181,yes,no,0,242.2,102,41.17,96,13.9,5,3.75,2,yes
KY,45,415,378-5692,no,yes,22,196.6,84,33.42,108,11.9,3,3.21,0,no
OR,99,408,353-3372,no,no,0,256.4,44,43.59,75,7.9,1,2.13,3,yes
MS,107,510,340-8875,yes,no,0,273.5,104,46.5,67,11,9,2.97,2,no
CA,60,415,330-8351,yes,no,0,183,110,31.11,119,11.1,6,3,1,no
OH,97,408,405-6189,no,no,0,256.4,125,43.59,101,11.1,1,3,1,yes
PA,53,415,340-3011,no,no,0,205.1,86,34.87,142,10.7,2,2.89,3,no
MA,39,408,332-2462,no,no,0,60.4,158,10.27,46,12.4,3,3.35,1,no
TX,58,408,420-1259,no,yes,20,194.5,110,33.07,92,9.5,2,2.57,1,no
MS,140,408,372-5262,no,no,0,162.6,98,27.64,66,8.2,2,2.21,1,no
MS,143,510,406-7670,no,no,0,155.4,112,26.42,91,13.9,5,3.75,1,no
CT,48,415,419-6564,no,no,0,171.9,98,29.22,101,7.6,3,2.05,2,no
OH,133,408,379-1720,yes,no,0,254.7,103,43.3,103,8,3,2.16,0,yes
DC,70,415,345-8397,no,no,0,152.8,145,25.98,75,10.5,2,2.84,1,no
MN,113,408,365-9011,yes,no,0,125.2,93,21.28,139,8.3,8,2.24,0,no
OR,135,415,377-1293,no,no,0,263.8,66,44.85,112,8.4,2,2.27,5,yes
WI,142,408,343-3227,no,yes,24,239.8,103,40.77,106,9.5,4,2.57,0,no
TX,201,415,415-5476,no,no,0,225.9,110,38.4,81,11.2,4,3.02,1,yes
NH,90,415,373-5670,no,no,0,76.1,121,12.94,89,10.8,3,2.92,0,no
NH,174,408,336-2829,no,no,0,139.4,96,23.7,107,10,5,2.7,2,no
VA,102,510,398-5788,no,no,0,174.5,79,29.67,110,8.5,5,2.3,0,no
AR,99,510,387-2604,yes,no,0,242.3,102,41.19,93,11.3,3,3.05,0,yes
VT,131,415,416-8394,no,no,0,175.1,73,29.77,94,7.3,6,1.97,1,no
CO,141,415,371-4306,no,yes,32,148.6,91,25.26,142,10.1,1,2.73,1,no
HI,106,415,352-8508,no,no,0,147.9,97,25.14,80,8.8,5,2.38,2,no
WY,111,415,371-5556,no,no,0,146.2,55,24.85,116,8.7,3,2.35,3,no
SC,181,408,406-6304,no,no,0,229.9,130,39.08,110,14.2,4,3.83,2,no
GA,143,408,359-5160,no,yes,33,239.2,109,40.66,95,9.5,4,2.57,1,no
MA,80,408,377-8266,no,no,0,148.6,106,25.26,86,10,2,2.7,2,no
UT,105,415,395-7857,no,yes,40,236.5,111,40.21,115,8.1,3,2.19,2,no
WI,84,510,378-9090,no,yes,12,89.7,87,15.25,114,10.7,2,2.89,1,no
CO,71,415,357-4265,no,no,0,277.5,104,47.18,101,8.2,2,2.21,1,no
SD,87,510,363-3818,no,no,0,184.5,81,31.37,96,13.7,3,3.7,3,no
MS,189,415,411-6501,no,no,0,227.8,124,38.73,91,5.6,4,1.51,3,no
AL,16,415,336-2322,no,no,0,161.9,100,27.52,78,10.2,11,2.75,3,no
MT,132,408,406-8465,no,no,0,195.1,100,33.17,117,6.7,2,1.81,0,no
RI,73,415,366-6248,no,no,0,241.7,115,41.09,122,11.1,2,3,2,no
WV,125,415,381-7597,no,no,0,206,128,35.02,116,13.2,3,3.56,0,no
VA,94,415,384-9254,yes,no,0,235.6,131,40.05,93,8.6,4,2.32,1,no
AK,41,415,378-7733,no,no,0,159.3,66,27.08,76,11.1,5,3,1,no
WI,123,415,371-8452,no,no,0,172.2,92,29.27,101,8.7,4,2.35,1,no
AL,71,415,362-7835,no,no,0,103.3,103,17.56,98,9,2,2.43,2,no
AZ,157,415,389-9783,no,no,0,220.7,105,37.52,113,11.5,7,3.11,4,no
OR,89,415,343-3399,no,no,0,111.2,101,18.9,85,12.6,2,3.4,3,no
